iter	RMSE
444	0.2320728217
445	0.231463288
446	0.2308837521
447	0.2301508177
448	0.2295849634
449	0.2287974566
450	0.2283033933
451	0.2277431374
452	0.2275350748
453	0.2272053507
454	0.2267291195
455	0.226088929
456	0.2257523923
457	0.2250329672
458	0.2247897391
459	0.2244207967
460	0.2239604211
461	0.2236561069
462	0.2231564519
463	0.2225688054
464	0.2220076904
465	0.2214430223
466	0.2210616434
467	0.2204917651
468	0.2199553142
469	0.2193101299
470	0.2187726995
471	0.2184203116
472	0.2180332252
473	0.2175456909
474	0.2171365423
475	0.2167153205
476	0.2160405024
477	0.2153792709
478	0.2149319163
479	0.2143781371
480	0.2141043145
481	0.2139208541
482	0.2133486278
483	0.2129852184
484	0.2123121585
485	0.2117252194
486	0.2113720748
487	0.2108689183
488	0.2103446817
489	0.2099759861
490	0.2096603042
491	0.2092661054
492	0.208625718
493	0.2080550897
494	0.2076748261
495	0.2070945466
496	0.2065393346
497	0.2061652619
498	0.2057690928
499	0.2053069587
500	0.2048318947
501	0.2043661263
502	0.2041686718
503	0.2038895735
504	0.2034303984
505	0.2030510484
506	0.2025686716
507	0.2020778086
508	0.2017160865
509	0.2011652933
510	0.2009584002
511	0.2006596278
512	0.2003921012
513	0.1998516805
514	0.1994978848
515	0.1990235841
516	0.1985877897
517	0.198045223
518	0.1975521556
519	0.1969971238
520	0.1964568142
521	0.1961816459
522	0.1960457547
523	0.1956578915
524	0.195379708
525	0.1949765586
526	0.1944949964
527	0.1942199197
528	0.193905419
529	0.1937318937
530	0.1934218446
531	0.1929321409
532	0.1923855704
533	0.1918541441
534	0.1915324388
535	0.1913638307
536	0.1911664308
537	0.1908219703
538	0.1905720626
539	0.1900093352
540	0.1895747148
541	0.1893522422
542	0.1889849185
543	0.18878856
544	0.1886071775
545	0.1883756788
546	0.1878709184
547	0.1875861711
548	0.1874214426
549	0.1872833172
550	0.1868156173
551	0.1863670446
552	0.1860270451
553	0.1856189059
554	0.1853937107
555	0.1851089763
556	0.1846526699
557	0.1842988567
558	0.1839491866
559	0.1835060941
560	0.1832736131
561	0.1829751857
562	0.1827060171
563	0.1823974426
564	0.182132168
565	0.1817679239
566	0.181547652
567	0.1810548843
568	0.1806962228
569	0.1801717485
570	0.1799949044
571	0.1796884776
572	0.1792728499
573	0.1788029966
574	0.1784477212
575	0.177987258
576	0.177614571
577	0.1772992972
578	0.1770515155
579	0.1768517983
580	0.1765951501
581	0.1763245207
582	0.1761929061
583	0.1758948528
584	0.1754720125
585	0.1751988381
586	0.1749523673
587	0.174536087
588	0.1742719182
589	0.1739082146
590	0.1737605597
591	0.1733534399
592	0.1731357666
593	0.1729029603
594	0.1725904397
595	0.1722068932
596	0.1717897346
597	0.1715993167
598	0.1711665481
599	0.1708918756
600	0.1706802913
601	0.1704371264
602	0.1701105421
603	0.1696420994
604	0.1694399865
605	0.169161085
606	0.168761308
607	0.1683955784
608	0.1681204415
609	0.1677301596
610	0.1674915139
611	0.1671764238
612	0.1669771022
613	0.1668406695
614	0.1664476378
615	0.1661246775
616	0.16586019
617	0.1654496673
618	0.1652149176
619	0.165041517
620	0.1648651491
621	0.1645816981
622	0.1642814067
623	0.1640171923
624	0.1638039446
625	0.1636519104
626	0.1634499828
627	0.1630479575
628	0.1627029755
629	0.1623007278
630	0.1620162545
631	0.1617601176
632	0.1614386234
633	0.1612168785
634	0.1610527657
635	0.1607523948
636	0.1604029244
637	0.1602582105
638	0.1599997597
639	0.1596903302
640	0.1594489658
641	0.1593188196
642	0.1591752296
643	0.1588240984
644	0.1585197779
645	0.1582601539
646	0.1581302176
647	0.157867832
648	0.1575549557
649	0.1572335136
650	0.156780013
651	0.156600683
652	0.1564866545
653	0.1562498787
654	0.1559864483
655	0.1556805674
656	0.1554922696
657	0.1552263871
658	0.1550466977
659	0.1547138434
660	0.1544830145
661	0.1543031563
662	0.1540635648
663	0.1538155726
664	0.1536223104
665	0.1534471932
666	0.1531559607
667	0.1528852435
668	0.152561011
669	0.1523111939
670	0.1519792214
671	0.1517266403
672	0.1516320822
673	0.1512637826
674	0.1509644163
675	0.1505494458
676	0.1504110653
677	0.1502313138
678	0.1501077475
679	0.1499505426
680	0.1496837597
681	0.1494271716
682	0.1492583972
683	0.1489945334
684	0.1486591403
685	0.1484103903
686	0.1480541565
687	0.1478309333
688	0.1476605532
689	0.1474702044
690	0.1473150044
691	0.1470555575
692	0.1467689358
693	0.1464777936
694	0.1461055692
695	0.1460049382
696	0.1458319121
697	0.1456355152
698	0.1453273839
699	0.1450730552
700	0.1448192513
701	0.1446997274
702	0.1445898545
703	0.1443490166
704	0.1440930715
705	0.1438290533
706	0.1435830231
707	0.1432964822
708	0.143026105
709	0.1427516241
710	0.1425018889
711	0.1422351772
712	0.1419604849
713	0.1416891844
714	0.1415487284
715	0.1412358323
716	0.1410979271
717	0.140795529
718	0.1404702789
719	0.1401908574
720	0.1400038899
721	0.1398757745
722	0.1397682096
723	0.139603421
724	0.1393103019
725	0.1391073319
726	0.1387919633
727	0.1386040996
728	0.1384030738
729	0.1382911116
730	0.1380677551
731	0.1378417458
732	0.137595919
733	0.1374287915
734	0.1373001967
735	0.1372159312
736	0.1370995928
737	0.1368731622
738	0.1365809187
739	0.1364963262
740	0.136159234
741	0.1360201676
742	0.1359270308
743	0.1356331952
744	0.1353773365
745	0.1351716843
746	0.1350740377
747	0.1348358312
748	0.1347215227
749	0.1344934222
750	0.1342566769
751	0.1341054703
752	0.133866413
753	0.1337511152
754	0.1336446933
755	0.133510834
756	0.1333472249
757	0.1331896196
758	0.1330611182
759	0.1328918954
760	0.1326004775
761	0.1324748744
762	0.1322936082
763	0.1320450666
764	0.1318120125
765	0.1316232905
766	0.1314035768
767	0.1311544753
768	0.1310431953
769	0.1307998402
770	0.130681015
771	0.130520225
772	0.1304187254
773	0.1302123755
774	0.1299350604
775	0.1298392769
776	0.129588106
777	0.1293282136
778	0.129105882
779	0.1290335739
780	0.128797527
781	0.1285808025
782	0.1284910005
783	0.1283132391
784	0.1281122938
785	0.1278187597
786	0.1275681531
787	0.1273957671
788	0.1271486309
789	0.1269700235
790	0.1267784649
791	0.1265604611
792	0.1263986622
793	0.1262002466
794	0.1260243572
795	0.12583585
796	0.1256378574
797	0.1254457495
798	0.125317005
799	0.1250697998
800	0.1248147633
801	0.1246010178
802	0.1245292106
803	0.124256998
804	0.1241307208
805	0.1239623411
806	0.1237849069
807	0.1235961293
808	0.1235420718
809	0.1233442622
810	0.1231413184
811	0.123046168
812	0.1228882299
813	0.1228080626
814	0.1227074494
815	0.1226233745
816	0.1225132472
817	0.1223175782
818	0.122136709
819	0.1219938843
820	0.1217220743
821	0.1215985708
822	0.121432698
823	0.1213013898
824	0.1211405868
825	0.120891504
826	0.1207465472
827	0.1205566509
828	0.1204598171
829	0.1202300091
830	0.1200910206
831	0.1198593567
832	0.119795261
833	0.1196338607
834	0.1195333329
835	0.1193927617
836	0.1192268331
837	0.1191120891
838	0.1189306931
839	0.1187603734
840	0.1185902777
841	0.1184536625
842	0.1182063161
843	0.1180307367
844	0.1179833997
845	0.117941052
846	0.1177257723
847	0.1175605792
848	0.1173601634
849	0.117140467
850	0.1169311732
851	0.1168164181
852	0.1166932149
853	0.1165565975
854	0.1164869368
855	0.1162511427
856	0.1161100851
857	0.1158671103
858	0.1157051773
859	0.1156189061
860	0.1154646655
861	0.1152744275
862	0.1150896609
863	0.1148667611
864	0.1147107205
865	0.1145787623
866	0.1143956264
867	0.1142169478
868	0.113980137
869	0.1138755981
870	0.1137298758
871	0.1135996972
872	0.1134439736
873	0.1132708285
874	0.1130790538
875	0.1129510469
876	0.1127974687
877	0.112601033
878	0.1124266729
879	0.1122820404
880	0.1121569307
881	0.1120053763
882	0.1119187967
883	0.1117484037
884	0.1116650726
885	0.1115000783
886	0.1113351137
887	0.1111142631
888	0.110985862
889	0.1108194223
890	0.1106593104
891	0.1105040545
892	0.1103659019
893	0.1102652694
894	0.1101935614
895	0.1100766734
896	0.1099660494
897	0.1098566936
898	0.1097609617
899	0.1096447752
900	0.1094862441
901	0.1093103379
902	0.1092076557
903	0.1091444256
904	0.1089839825
905	0.1088081141
906	0.108690062
907	0.1085473212
908	0.1083910929
909	0.108269663
910	0.1080878375
911	0.1079535007
912	0.1077569828
913	0.1076516481
914	0.1074485186
915	0.1073430104
916	0.107215357
917	0.1070701486
918	0.1069143312
919	0.1068273747
920	0.1067711696
921	0.1066715041
922	0.1065796032
923	0.1064116817
924	0.1063340037
925	0.1061847988
926	0.1060093989
927	0.1058980183
928	0.1057380481
929	0.1056012735
930	0.1055271481
931	0.1054147541
932	0.1052564566
933	0.1050845356
934	0.1049577616
935	0.1048190946
936	0.1047262488
937	0.1046271634
938	0.1044607689
939	0.1043078263
940	0.1041623544
941	0.1040699674
942	0.1039813843
943	0.1038135329
944	0.1036771853
945	0.1035435383
946	0.1033898738
947	0.103266306
948	0.1031776965
949	0.1030450716
950	0.1028876561
951	0.1027082355
952	0.1026022895
953	0.1024334677
954	0.1022979511
955	0.1021681827
956	0.1021251676
957	0.1020267289
958	0.1019865856
959	0.1019313473
960	0.1017556462
961	0.1016425229
962	0.1015090723
963	0.101383013
964	0.1013351864
965	0.1012632807
966	0.1011248224
967	0.1009781106
968	0.1009426649
969	0.1008544035
970	0.1007586177
971	0.1007263934
972	0.1006758507
973	0.1005514154
974	0.1004951026
975	0.1003845733
976	0.1003076561
977	0.1001800777
978	0.1000744347
979	0.09998727248
980	0.09987706621
981	0.09982068747
982	0.09968006169
983	0.09955006352
984	0.09951801383
985	0.09942918389
986	0.09931083553
987	0.09923170068
988	0.09908501821
989	0.09897502127
990	0.09886428953
991	0.09875799728
992	0.09862514753
993	0.09847506673
994	0.098416521
995	0.09832049998
996	0.09822405003
997	0.09811136244
998	0.09798197968
999	0.09781303671
